id,dia_0,dia_1,dia_2,dia_3,dia_4,miembros
4719,30,58,75,11,18,7
4720,1,21,37,4,12,4
4721,45,47,30,31,4,2
4722,41,37,35,90,74,3
4723,82,6,1,19,66,6
4724,47,10,73,26,39,3
4725,1,24,23,16,61,5
4726,88,68,40,49,27,6
4727,58,28,1,10,83,4
4728,15,52,44,54,56,3
4729,81,12,85,7,5,2
4730,50,59,18,1,2,7
4731,40,94,10,20,87,2
4732,87,33,1,7,78,6
4733,59,58,66,4,49,8
4734,37,5,35,14,60,5
4735,49,9,32,64,24,2
4736,79,38,90,81,95,4
4737,6,23,17,24,12,4
4738,23,83,71,72,95,6
4739,46,26,24,31,74,4
4740,3,67,1,12,9,7
4741,18,1,3,65,96,5
4742,47,98,31,17,89,2
4743,1,13,88,42,47,2
4744,89,84,17,40,6,4
4745,55,94,1,90,95,2
4746,41,15,27,11,19,3
4747,26,11,88,96,42,4
4748,59,37,10,11,66,3
4749,80,1,4,18,54,2
4750,14,67,22,46,60,3
4751,87,40,95,26,53,5
4752,37,13,42,58,16,4
4753,52,1,32,4,13,4
4754,26,1,18,59,46,4
4755,59,13,29,10,39,2
4756,42,10,1,28,99,4
4757,74,73,1,72,29,4
4758,25,1,74,61,67,5
4759,13,47,88,6,4,8
4760,10,11,47,4,57,4
4761,1,68,81,38,11,4
4762,20,55,5,96,74,2
4763,66,49,10,55,26,5
4764,27,89,24,39,16,2
4765,66,10,1,11,25,4
4766,4,82,2,54,46,3
4767,29,58,60,68,5,5
4768,10,1,42,68,94,5
4769,31,10,17,24,59,3
4770,6,59,36,92,28,4
4771,20,1,60,17,31,3
4772,1,46,24,12,88,3
4773,45,61,26,90,74,4
4774,52,73,81,33,47,4
4775,54,6,24,97,12,6
4776,33,46,45,10,96,7
4777,89,12,1,87,93,5
4778,1,86,88,46,47,2
4779,92,52,4,99,13,2
4780,66,21,87,79,37,4
4781,5,66,21,75,89,5
4782,79,3,7,1,68,4
4783,96,89,75,64,19,4
4784,11,1,34,48,17,3
4785,42,54,37,47,46,4
4786,95,10,52,13,82,4
4787,18,28,15,80,39,5
4788,12,9,7,85,98,6
4789,94,61,80,82,17,5
4790,78,80,25,58,15,2
4791,73,1,67,6,19,4
4792,60,75,3,11,45,5
4793,17,59,28,40,89,3
4794,10,8,26,5,31,2
4795,46,62,60,18,1,4
4796,45,18,46,89,5,6
4797,6,33,1,25,45,6
4798,38,39,98,40,68,7
4799,1,88,57,66,82,2
4800,4,19,26,77,30,6
4801,49,19,4,37,10,2
4802,1,20,21,18,69,5
4803,91,1,2,87,5,3
4804,22,53,32,38,61,3
4805,6,61,17,29,19,7
4806,95,1,7,18,73,5
4807,75,46,11,94,85,4
4808,40,62,55,39,5,6
4809,73,51,94,31,29,5
4810,41,45,9,61,12,7
4811,11,4,14,31,29,3
4812,32,12,4,39,66,4
4813,33,30,1,46,18,4
4814,1,50,42,70,29,3
4815,46,38,67,68,3,6
4816,24,67,47,77,3,4
4817,38,24,55,19,78,6
4818,58,68,1,52,81,4
4819,39,26,80,47,13,7
4820,87,62,97,39,46,7
4821,33,18,89,48,45,4
4822,19,54,40,95,66,4
4823,61,41,54,24,68,2
4824,66,31,17,1,4,4
4825,87,73,26,89,22,4
4826,73,24,3,32,47,7
4827,44,94,87,3,36,6
4828,68,1,7,47,82,4
4829,51,14,1,30,18,5
4830,3,59,16,1,26,4
4831,30,24,42,92,91,2
4832,11,4,5,40,26,4
4833,54,67,74,7,44,4
4834,23,88,70,15,60,6
4835,82,51,5,12,19,4
4836,1,59,60,52,57,6
4837,29,49,41,38,82,7
4838,61,39,11,1,5,3
4839,39,4,17,36,40,7
4840,15,18,11,73,10,6
4841,9,94,81,57,62,2
4842,17,9,53,70,35,2
4843,22,1,33,87,73,6
4844,45,25,89,61,26,5
4845,89,25,24,81,20,6
4846,1,32,66,47,25,4
4847,26,92,31,19,94,2
4848,61,42,24,55,1,3
4849,33,32,88,57,55,6
4850,5,35,17,87,48,4
4851,1,12,26,40,11,2
4852,94,68,38,43,4,3
4853,46,31,12,11,28,3
4854,56,5,87,2,11,6
4855,61,60,1,21,5,3
4856,86,88,33,68,9,5
4857,60,94,8,32,19,6
4858,56,53,95,40,60,2
4859,96,53,47,14,43,2
4860,68,94,52,17,1,3
4861,73,46,1,74,18,4
4862,49,94,40,19,52,3
4863,59,81,52,5,87,2
4864,25,41,14,87,60,5
4865,54,60,4,53,26,4
4866,1,67,45,23,73,8
4867,16,38,1,17,73,5
4868,1,52,4,60,46,7
4869,60,18,94,12,15,5
4870,4,11,40,34,70,7
4871,43,11,24,81,61,3
4872,90,68,23,72,17,2
4873,33,1,94,38,52,5
4874,11,49,5,8,37,4
4875,19,52,1,45,17,4
4876,83,55,1,22,45,6
4877,10,38,33,81,9,4
4878,55,82,4,88,32,4
4879,75,66,19,95,56,6
4880,61,19,1,88,67,2
4881,4,67,38,73,1,2
4882,7,33,36,11,8,3
4883,1,8,89,47,29,5
4884,1,41,24,16,53,3
4885,29,26,36,61,38,4
4886,28,99,43,25,87,4
4887,58,53,60,1,44,4
4888,2,29,3,10,32,3
4889,12,74,2,39,85,2
4890,18,45,94,41,88,8
4891,56,60,50,12,92,6
4892,31,80,3,53,73,3
4893,5,59,84,28,47,3
4894,26,24,40,47,31,4
4895,81,21,29,31,86,3
4896,34,71,50,7,20,3
4897,1,31,20,12,61,3
4898,46,41,30,12,61,4
4899,78,24,88,52,64,2
4900,5,87,81,33,97,4
4901,1,46,78,75,38,4
4902,88,46,50,32,26,4
4903,58,45,75,1,66,3
4904,15,86,41,100,50,3
4905,36,58,67,38,24,2
4906,88,33,54,26,3,6
4907,34,68,25,60,12,3
4908,72,18,49,60,88,5
4909,60,6,46,32,11,6
4910,71,54,3,49,52,3
4911,26,20,80,66,6,7
4912,18,9,61,23,54,5
4913,19,25,49,30,89,4
4914,39,58,44,67,1,5
4915,70,4,8,66,60,6
4916,11,87,19,95,39,3
4917,3,4,17,10,1,2
4918,59,12,43,60,47,7
4919,52,61,3,96,86,3
4920,22,60,49,52,12,2
4921,71,68,66,1,4,5
4922,89,81,52,95,16,3
4923,11,48,43,32,58,3
4924,27,38,1,87,74,2
4925,14,1,25,5,10,2
4926,67,78,19,11,54,5
4927,67,66,53,59,4,2
4928,86,56,46,54,66,7
4929,3,1,38,73,11,2
4930,89,30,52,32,1,4
4931,43,1,15,64,19,8
4932,41,18,54,60,73,3
4933,46,47,27,74,18,2
4934,48,24,7,39,26,4
4935,25,89,1,11,68,5
4936,74,67,62,31,5,4
4937,51,60,1,54,38,4
4938,42,73,19,1,66,4
4939,25,1,51,10,71,5
4940,44,17,81,14,29,2
4941,25,39,1,59,33,5
4942,59,13,45,2,81,4
4943,17,32,30,53,12,4
4944,37,34,31,5,2,2
4945,42,47,24,1,9,6
4946,74,75,1,63,47,3
4947,39,79,24,9,89,4
4948,10,1,11,17,23,3
4949,8,23,44,79,75,3
4950,38,42,54,5,96,4
4951,3,53,22,32,19,2
4952,66,18,82,1,47,5
4953,39,89,88,18,82,6
4954,5,81,41,89,80,4
4955,18,81,47,32,23,5
4956,1,26,66,95,11,6
4957,64,1,60,6,52,4
4958,14,65,2,3,81,5
4959,19,37,3,88,74,2
4960,52,10,59,25,66,6
4961,54,16,5,99,32,4
4962,8,6,1,4,45,4
4963,59,26,27,19,12,5
4964,31,93,73,19,1,3
4965,14,41,74,75,60,7
4966,18,59,87,47,40,7
4967,49,88,38,17,25,3
4968,94,82,38,39,43,3
4969,89,80,26,95,34,3
4970,22,1,16,6,47,2
4971,12,8,60,1,2,4
4972,66,8,75,32,39,5
4973,87,5,1,22,52,5
4974,15,45,80,5,1,4
4975,10,83,5,47,73,5
4976,39,45,60,68,17,4
4977,54,33,31,25,24,8
4978,40,5,11,10,39,4
4979,14,55,45,73,89,6
4980,52,28,72,38,12,4
4981,44,11,54,61,98,3
4982,47,41,96,45,40,6
4983,19,16,55,30,24,5
4984,41,4,18,5,67,4
4985,25,59,96,6,36,4
4986,82,54,81,49,40,6
4987,22,87,40,89,74,3
4988,88,73,89,11,75,2
4989,59,92,31,14,38,6
4990,47,61,74,12,80,8
4991,45,47,29,1,83,4
4992,12,75,31,90,22,3
4993,62,1,89,66,28,7
4994,52,59,1,54,80,4
4995,16,1,66,33,18,4
4996,88,66,20,17,26,2
4997,32,66,54,17,27,6
4998,67,92,4,17,53,5
4999,13,11,25,80,88,4
